1090306, 970, 975.50, 962.50, 929,455925
1090309, 962.75, 973.75, 933, 926.25,421893
1090310, 931.25, 998.50, 992, 927.75,418341
1090311, 991,1021.75,1011, 991,420617
1090312,1006.50,1050.25,1047.25, 994.75,282650
1090313,1044.75,1058.75,1052.25,1031.75,321970
1090316,1048,1064.25,1036.50,1026.50,386080
1090317,1035.50,1075.75,1074.50,1031,387148
1090318,1074.25,1109,1097,1063.25,405034
1090319,1096,1107,1087.75,1078.75,327571
1090320,1089,1104.25,1072.25,1061.50,331995
1090323,1070.75,1142.25,1136.25,1070.75,371424
1090324,1137.75,1139.25,1120.50,1115.75,272775
1090325,1119.75,1145.75,1117.75,1089.50,402757
1090326,1115.25,1166,1157.25,1115.25,386569
1090327,1157.75,1161.25,1140.25,1132.25,274212
1090330,1134.25,1138.75,1107,1087.75,307717
1090331,1107,1142,1121.75,1106.25,311992
1090401,1121.75,1139,1135.25,1094.25,330213
1090402,1135.25,1195,1185.75,1133,429146
1090403,1188,1202.25,1200.50,1177.50,275816
1090406,1199.75,1211.75,1196.25,1169.75,253879
1090407,1196.25,1201.50,1165,1151,308263
1090408,1166.25,1190,1182.75,1151.25,273572
1090409,1183,1225.50,1220.25,1181.50,268598
1090413,1216.25,1227.75,1216.25,1205.75,193379
1090414,1218.25,1225.25,1208.25,1194.75,282602
1090415,1197,1204.25,1201.25,1177.75,315134
1090416,1201,1242.50,1236.25,1191.50,357821
1090417,1235,1245,1236.25,1221,247517
1090420,1233.75,1233.75,1197.75,1185.75,280756
1090421,1197.25,1214.25,1212.25,1184,321736
1090422,1212,1246.25,1207.75,1199,376040
1090423,1212.50,1231.50,1226.25,1203.25,363322
1090424,1227.25,1262.75,1259.25,1219.75,318441
1090427,1252.25,1267.75,1257.50,1234.50,283010
1090428,1255.75,1261.75,1244.75,1235.25,263519
1090429,1243.50,1281.50,1262,1239.25,289106
1090430,1261.50,1301.50,1277.75,1260.50,349743
1090501,1277.75,1287,1282.75,1265.25,231095
1090504,1281.75,1310,1306.75,1281.75,271837
1090505,1308.25,1312.50,1311.50,1290.50,252848
1090506,1310.50,1319.75,1314,1283.25,396535
1090507,1312,1322,1278.75,1259.50,392552
1090508,1278.25,1294.50,1273.75,1260,377894
1090511,1271.25,1294,1281,1250.25,331434
1090512,1281.25,1290.75,1269.25,1245,366820
1090513,1270.25,1273.75,1228.50,1222.50,365972
1090514,1228.75,1253,1238,1220.75,306161
1090515,1238.50,1257.25,1238.50,1225.50,265844
1090518,1236.50,1276.75,1272.75,1226.75,271860
1090519,1273.25,1294.75,1278.25,1263.25,266271
1090520,1277.25,1307.25,1276.75,1270.75,332484
1090521,1276.25,1277.75,1251.75,1236.25,334972
1090522,1252.50,1263.50,1245,1236.50,211742
1090526,1246.75,1298.75,1295,1227,374372
1090527,1294.50,1313,1288.25,1282,301025
1090528,1286.75,1308.50,1302.50,1273.50,313662
1090529,1302,1327,1319.75,1295.25,271583
1090601,1319.75,1366.50,1354.25,1314.25,318103
1090602,1354.25,1378.75,1362.75,1348.75,294033
1090603,1363.25,1368.75,1361.75,1343,242330
1090604,1360,1378,1377.25,1358,204494
1090605,1377,1397.25,1379.25,1362.75,289129
1090608,1376,1384.50,1374.75,1351,260179
1090609,1374.50,1393.75,1385,1370.75,241128
1090610,1384.50,1402,1380,1357.50,326638
1090611,1380.75,1396.75,1376.50,1373,245210
1090612,1374.25,1382,1371,1354,252653
1090615,1368.50,1368.50,1342.75,1329,321471
1090616,1342.25,1353.75,1329.75,1326.75,316703
1090617,1329.25,1355,1339,1323.25,401376
1090618,1338.50,1348.25,1335,1328.50,316590
1090619,1332.25,1362.25,1349.50,1331.25,280991
1090622,1349.25,1356,1313.50,1306.75,312002
1090623,1313.25,1319.75,1309.50,1297.50,259634
1090624,1309.75,1342.50,1332.75,1305.50,261782
1090625,1331.75,1362.25,1358.50,1318.25,313194
1090626,1359,1367.50,1362.25,1349.25,209361
1090629,1361.50,1378,1367,1352.25,210022
1090630,1366.50,1377.25,1361.75,1351.25,242467
1090701,1361.75,1381.75,1364.25,1359.75,224432
1090702,1364,1364.75,1330.75,1326.75,263370
1090706,1328.25,1329.75,1326.50,1307.75,251049
1090707,1326.50,1332.25,1293.50,1286.75,286819
1090708,1293.75,1301,1292.50,1278,326368
1090709,1292.50,1306.75,1299,1292,223831
1090710,1299.25,1312,1301.50,1288.25,250572
1090713,1304,1332.25,1328,1285,324779
1090714,1327.25,1338.75,1332.25,1322.75,257499
1090715,1348,1385,1382.75,1347.75,355255
1090716,1381.25,1405.75,1398.25,1374.50,296176
1090717,1397.75,1414.50,1413.50,1390.25,229769
1090720,1413.25,1429.50,1426,1409,259734
1090721,1425.25,1440.50,1439.50,1413.75,293030
1090722,1437.75,1456.75,1442,1430.25,327293
1090723,1443.25,1489.25,1469.50,1440.50,354201
1090724,1465.25,1485.75,1482.75,1457.50,267261
1090727,1482.75,1494.50,1485,1464,258387
1090728,1483.75,1493.50,1487,1467,307330
1090729,1486.75,1489.25,1486.25,1469.25,297487
1090730,1485.75,1517.50,1492.25,1484.50,324926
1090731,1491,1504.25,1487.50,1484,258709
1090803,1486.75,1513.75,1512.25,1486,277745
1090804,1511,1518,1515.75,1498.25,267943
1090805,1515.50,1517,1500,1488,299454
1090806,1500.75,1510,1486.75,1479,271304
